Sl No,date,day,shift,coursecode,roomno,rollnolist
389,25-09-2025,Thursday,Evening,CB3105,LT001,"2301CB11,2301CB13,2301CB14,2301CB15,2301CB16,2301CB17,2301CB19,2301CB21,2301CB22,2301CB23,2301CB24,2301CB26,2301CB27,2301CB28,2301CB30,2301CB31,2301CB32,2301CB33,2301CB34,2301CB35,2301CB36,2301CB37,2301CB38,2301CB40,2301CB41,2301CB42,2301CB43,2301CB44,2301CB45,2301CB46,2301CB47,2301CB48,2301CB49,2301CB50,2301CB51,2301CB52,2301CB53,2301CB54,2301CB55,2301CB56,2301CB57,2301CB58,2301CB59,2301CB61,2301CB62,2301CB63,2301CB64,2301CB65,2301CB66,2301CB67,"
390,25-09-2025,Thursday,Evening,CE1101,LT003,"2501MM14,2501MM15,2501MM16,2501MM17,2501MM18,2501MM19,2501MM20,2501MM21,2501MM22,2501MM23,2501MM24,2501MM25,2501MM26,2501MM27,2501MM28,2501MM29,2501MM30,2501MM31,2501MM32,2501MM33,2501MM34,2501MM35,2501MM36,2501MM37,2501MM38,2501MM39,2501MM40,2501MM41,2501MM42,2501MM43,2501PH01,2501PH02,2501PH03,2501PH04,2501PH05,2501PH06,2501PH07,2501PH08,2501PH09,2501PH10,2501PH11,2501PH12,2501PH13,2501PH14,2501PH15,2501PH16,2501PH17,2501PH18,2501PH19,2501PH20,2501PH21,2501PH22,2501PH23,2501PH24,2501PH25,2501PH26,2501PH27,2501PH28,2501PH29,2501PH30,2501PH31,2501PH32,2501PH33,2501PH34,2501PH35,2501PH36,2501PH37,2501PH38,"
391,25-09-2025,Thursday,Evening,CE3104,LT003,"2301CE02,2301CE03,2301CE04,2301CE05,2301CE06,2301CE08,2301CE09,2301CE10,2301CE11,2301CE12,2301CE14,2301CE15,2301CE16,2301CE17,2301CE18,2301CE19,2301CE20,2301CE21,2301CE22,2301CE23,2301CE24,2301CE25,2301CE26,2301CE27,2301CE28,2301CE29,2301CE30,2301CE33,2301CE34,2301CE35,2301CE36,2301CE37,2301CE38,2301CE39,2301CE40,2301CE41,2301CE42,2301CE43,2301CE44,2301CE45,2301CE46,2301CE47,2301CE48,2301CE49,2301CE50,2301CE51,2301CE52,2301CE53,2301CE54,2301CE55,2301CE56,2301CE57,2301CE58,2301CE59,2301CE60,2301CE62,2301CE64,2301CE65,2301CE66,2301CE68,2301CE70,2302GT01,2302GT02,2302GT03,2302GT04,2302GT05,2302GT06,2302GT08,2302ST02,2302ST03,2302ST04,2302ST05,2302ST06,2302ST07,2302ST08,"
392,25-09-2025,Thursday,Evening,MA4109,102,"2512MA15,2512MA16,2512MA16,2512MA17,2512MA18,2512MA19,2512MA19,2512MA20,2512MA21,"
393,25-09-2025,Thursday,Evening,MA6107,104,"2521MA02,"
394,26-09-2025,Friday,Morning,EP2102,102,"2401EE57,2401MC50,2401MC53,2401PH01,2401PH02,2401PH03,2401PH04,2401PH05,2401PH06,2401PH07,2401PH08,2401PH10,2401PH11,2401PH12,2401PH13,2401PH15,2401PH16,2401PH17,2401PH18,2401PH19,2401PH20,2401PH21,2401PH23,2401PH24,2401PH25,2401PH26,2401PH27,2401PH28,2401PH30,2401PH31,2401PH32,2403PH01,2403PH02,2403PH03,2403PH04,2403PH05,"
395,26-09-2025,Friday,Morning,CE2101,104,"2401CE01,2401CE02,2401CE03,2401CE04,2401CE05,2401CE06,2401CE07,2401CE08,2401CE09,2401CE11,2401CE13,2401CE15,2401CE16,2401CE17,2401CE18,2401CE19,2401CE20,2401CE21,2401CE22,2401CE23,2401CE25,2401CE26,2401CE28,2401CE29,2401CE30,2401CE31,2401CE32,2401CE33,2401CE34,2401CE35,2401CE36,2401CE37,2401CE38,2401CE39,2401CE40,2401CE41,2401CE42,2401CE43,2401CE44,2401CE45,2401CE46,2401CE47,2401CE48,2401CE49,2401CE50,2401CE51,2401CE52,2401CE53,2401CE54,2401CE55,2401CE56,2401CE57,2401CE58,2401CE60,2401CE61,2401CE62,2401CE63,2401CE64,2401EC56,2401EE51,2401EE53,2401EE54,2401EE55,2401MC56,2402GT01,2402GT02,2402GT03,2402GT04,2402GT06,2402GT07,2402GT08,2402MC11,2402MT09,2402ST01,2402ST03,2402ST04,2402ST05,2402ST06,2402ST07,2402ST08,"
396,26-09-2025,Friday,Morning,CB2104,107,"2401CB01,2401CB02,2401CB03,2401CB04,2401CB05,2401CB06,2401CB07,2401CB08,2401CB09,2401CB10,2401CB11,2401CB12,2401CB14,2401CB15,2401CB16,2401CB17,2401CB18,2401CB19,2401CB21,2401CB22,2401CB23,2401CB25,2401CB26,2401CB27,2401CB29,2401CB30,2401CB31,2401CB32,2401CB33,2401CB34,2401CB35,2401CB36,2401CB38,2401CB40,2401CB41,2401CB42,2401CB43,2401CB44,2401CB45,2401CB46,2401CB48,2401CB50,2401CB52,2401CB53,2401CB54,2401CB55,2401CB56,2401CB58,2401CB59,2401CB60,2401CB61,2401CB62,2401CB63,2401CB64,2401CB65,2401CB66,2401CB67,2401CB68,2401CB69,2401CB70,2401EC54,2401EC57,2401EC60,2401EC61,2401EC63,2401EE52,"
397,26-09-2025,Friday,Morning,CH2105,107,"2401AI51,2401AI52,2401CT01,2401CT03,"
398,26-09-2025,Friday,Morning,MM2104,109,"2401CS90,2401EC50,2401EC52,2401EE56,2401MM01,2401MM02,2401MM03,2401MM04,2401MM05,2401MM06,2401MM07,2401MM08,2401MM09,2401MM10,2401MM12,2401MM13,2401MM14,2401MM15,2401MM17,2401MM18,2401MM19,2401MM21,2401MM22,2401MM23,2401MM24,2401MM25,2401MM26,2401MM27,2401MM28,2401MM29,2401MM30,2401MM31,2401MM32,2401MM33,2401MM34,2401MM35,2401MM36,2401MM39,2403MM01,2403MM02,2403MM03,2403MM04,2403MM05,"
399,26-09-2025,Friday,Morning,HS2103,109,"2401ES01,2401ES02,2401ES03,2401ES04,2401ES05,2401ES06,2401ES07,2401ES08,2401ES09,2401ES10,2401ES11,2401ES12,2401ES13,2401ES14,2401ES15,2401ES16,2401ES17,2401ES19,2401ES20,2403ES01,2403ES02,2403ES03,2403ES04,2403ES05,"
400,26-09-2025,Friday,Morning,CE2101,109,"2403CE01,2403CE02,2403CE03,2403CE04,"
401,26-09-2025,Friday,Morning,MA2104,303,"2401AI50,2401AI53,2401CS96,2401MC01,2401MC02,2401MC03,2401MC04,2401MC05,2401MC06,2401MC07,2401MC08,2401MC09,2401MC10,2401MC11,2401MC12,2401MC13,2401MC14,2401MC15,2401MC16,2401MC17,2401MC18,2401MC19,2401MC20,2401MC21,2401MC22,2401MC23,2401MC24,2401MC25,2401MC26,2401MC27,2401MC29,2401MC30,2401MC31,2401MC32,2401MC33,2401MC34,2401MC35,2401MC36,2401MC37,2401MC38,2401MC39,2401MC40,2401MC42,2401MC43,2401MC44,2401MC46,2401MC47,2401MC48,2401MC49,2401MC50,2401MC51,2401MC52,2401MC53,2401MC54,2401MC55,2401MC56,2401MC57,2401MC58,2402CS11,2402MC01,2402MC02,2402MC03,2402MC05,2402MC06,2402MC07,2402MC08,2402MC09,2402MC10,2402MC11,2402MC12,2403MC01,2403MC02,2403MC03,2403MC04,2403MC05,"
402,26-09-2025,Friday,Morning,CH2105,303,"2401CT04,2401CT05,2401CT06,2401CT07,"
403,26-09-2025,Friday,Morning,ME2104,308,"2401AI56,2401CS88,2401CS94,2401EC58,2401EC59,2401MC52,2401MC55,2401MC58,2401ME01,2401ME04,2401ME05,2401ME06,2401ME07,2401ME08,2401ME09,2401ME11,2401ME12,2401ME13,2401ME14,2401ME15,2401ME16,2401ME17,2401ME20,2401ME21,2401ME22,2401ME23,2401ME24,2401ME25,2401ME26,2401ME27,2401ME28,2401ME29,2401ME30,2401ME31,2401ME32,2401ME33,2401ME34,2401ME35,2401ME36,2401ME37,2401ME38,2401ME39,2401ME41,2401ME42,2401ME43,2401ME44,2401ME45,2401ME46,2401ME48,2401ME49,"
404,26-09-2025,Friday,Morning,CH2105,308,"2401CT09,2401CT10,2401CT11,2401CT12,2401CT13,2401CT14,2401CT15,2401CT16,2401CT17,2401CT18,2401CT19,2401CT20,2401CT21,2401CT22,2401CT23,2401CT25,2401CT26,2401CT28,2401CT29,2401CT30,2401CT31,2401CT32,2401CT34,2401CT35,2401CT36,2401EC53,2401MC57,2403CT01,"
405,26-09-2025,Friday,Morning,EC2102,501,"2401AI49,2401AI54,2401AI55,2401CS87,2401CS89,2401CS92,2401CS93,2401CS95,2401EC01,2401EC02,2401EC03,2401EC04,2401EC05,2401EC06,2401EC07,2401EC08,2401EC09,2401EC10,2401EC11,2401EC12,2401EC13,2401EC14,2401EC15,2401EC17,2401EC18,2401EC19,2401EC21,2401EC23,2401EC27,2401EC28,2401EC29,2401EC31,"
406,26-09-2025,Friday,Morning,ME2104,502,"2401ME50,2401ME51,2401ME52,2401ME53,2401ME55,2401ME56,2401ME57,2401ME58,2401ME59,2401ME60,2401ME61,2401ME62,2401ME63,2401ME64,2401ME65,2401ME66,2401ME67,2401ME68,2401ME69,2401ME70,2401ME71,2401ME72,2401ME73,2401ME74,2401ME75,2401ME76,2401ME77,2401ME78,2401ME79,2401ME81,2401ME82,2402MC12,2402MT01,2402MT02,2402MT04,2402MT05,2402MT06,2402MT07,2402MT08,2402MT09,2403ME01,2403ME02,2403ME03,2403ME04,2403ME05,2403ME06,2403ME07,2403ME08,2403ME09,2403ME10,2403ME11,2403ME12,2403ME13,2403ME14,2403ME15,"
407,26-09-2025,Friday,Morning,CS2102,502,"2401AI01,2401AI02,2401AI03,2401AI04,2401AI05,2401AI06,2401AI07,2401AI08,2401AI09,2401AI10,2401AI11,2401AI12,2401AI13,2401AI14,2401AI15,2401AI16,2401AI17,2401AI18,2401AI19,2401AI20,2401AI21,2401AI22,2401AI23,2401AI24,2401AI25,2401AI26,2401AI27,2401AI28,2401AI29,2401AI30,2401AI31,2401AI32,2401AI33,2401AI34,2401AI36,2401AI37,2401AI38,2401AI39,2401AI40,2401AI41,2401AI42,2401AI43,2401AI44,2401AI45,2401AI46,"
408,26-09-2025,Friday,Morning,HS5111,LT001,"2511AI01,2511AI02,2511AI03,2511AI04,2511AI06,2511AI07,2511AI08,2511AI09,2511AI10,2511AI11,2511AI12,2511AI13,2511AI14,2511AI15,2511AI17,2511AI18,2511AI19,2511AI20,2511AI21,2511AI23,2511AI24,2511AI25,2511AI26,2511AI27,2511AI28,2511AI29,2511AI30,2511AI31,2511AI33,2511AI34,2511AI35,2511AI36,2511AI38,2511AI39,2511AI41,2511AI42,2511AI43,2511AI44,2511AI45,2511AI46,2511AI47,2511AI48,2511AI49,2511AI50,2511AI51,2511AI52,2511AI54,2511AI55,2511AI56,2511AI57,"
409,26-09-2025,Friday,Morning,CS2102,LT001,"2401AI47,2401AI48,2401AI49,2401AI50,2401AI51,2401AI52,2401AI53,2401AI54,2401AI55,2401AI56,2401CS01,2401CS02,2401CS04,2401CS05,2401CS06,2401CS07,2401CS08,2401CS09,2401CS10,2401CS11,2401CS12,2401CS13,2401CS14,2401CS15,2401CS16,2401CS17,2401CS18,2401CS19,2401CS20,2401CS21,2401CS22,2401CS23,2401CS24,2401CS25,2401CS26,2401CS27,2401CS28,2401CS29,2401CS30,2401CS31,2401CS32,2401CS33,2401CS34,2401CS35,2401CS36,2401CS37,2401CS38,2401CS39,2401CS40,2401CS41,"
410,26-09-2025,Friday,Morning,HS5111,LT003,"2511AI58,2511AI60,2511AI61,2511AI62,2511AI63,2511AM01,2511AM02,2511AM03,2511AM04,2511AM05,2511AM06,2511AM07,2511AM08,2511CB01,2511CB02,2511CB03,2511CB07,2511CB08,2511CM01,2511CM02,2511CM03,2511CM04,2511CM05,2511CM06,2511CM07,2511CM08,2511CM09,2511CM10,2511CM11,2511CM12,2511CM14,2511CM15,2511CM16,2511CM17,2511CS01,2511CS02,2511CS03,2511CS04,2511CS06,2511CS07,2511CS08,2511CS09,2511CS10,2511CS11,2511CS12,2511CS13,2511CS14,2511CS15,2511CS17,2511CS18,2511CS19,2511CS20,2511CS22,2511CS23,2511CS24,2511CS25,2511EV01,2511EV02,2511EV03,2511EV05,2511EV06,2511EV07,2511EV08,2511EV09,2511EV10,2511GT01,2511GT04,2511GT05,2511GT06,2511GT07,2511GT08,2511GT09,2511GT10,2511GT11,2511MC02,"
411,26-09-2025,Friday,Morning,EC2102,LT003,"2401EC32,2401EC34,2401EC35,2401EC36,2401EC37,2401EC38,2401EC39,2401EC40,2401EC41,2401EC42,2401EC43,2401EC44,2401EC45,2401EC46,2401EC47,2401EC48,2401EC49,2401EC49,2401EC50,2401EC51,2401EC51,2401EC52,2401EC53,2401EC54,2401EC55,2401EC55,2401EC56,2401EC57,2401EC58,2401EC59,2401EC60,2401EC61,2401EC62,2401EC62,2401EC63,2401EE01,2401EE02,2401EE03,2401EE04,2401EE05,2401EE06,2401EE07,2401EE08,2401EE10,2401EE11,2401EE12,2401EE13,2401EE15,2401EE16,2401EE17,2401EE18,2401EE19,2401EE20,2401EE25,2401EE26,2401EE27,2401EE28,2401EE29,2401EE30,2401EE31,2401EE33,2401EE35,2401EE36,2401EE37,2401EE38,2401EE39,2401EE40,2401EE41,2401EE42,2401EE43,2401EE44,2401EE45,2401EE46,2401EE48,2401EE50,"
412,26-09-2025,Friday,Morning,HS5111,LT101,"2511MC03,2511MC04,2511MC05,2511MC06,2511MC08,2511MC09,2511MC10,2511MC11,2511MC12,2511MC13,2511MC14,2511MC15,2511MC16,2511MC17,2511MC18,2511MD01,2511MD02,2511MD03,2511MD04,2511MD05,2511MD06,2511MD07,2511MD08,2511MD09,2511MD11,2511MD12,2511MD13,2511MD14,2511MD15,2511MM01,2511MM04,2511MM05,2511MM06,2511MM09,2511MT01,2511MT02,2511MT03,2511MT04,2511MT05,2511MT06,2511MT07,2511MT08,2511MT09,2511MT10,2511MT11,2511MT12,2511MT13,2511MT14,2511MT15,2511MT16,"
413,26-09-2025,Friday,Morning,EC2102,LT101,"2401EE51,2401EE52,2401EE53,2401EE54,2401EE55,2401EE56,2401EE57,2401MC51,2402CM01,2402CM02,2402CM03,2402CM04,2402CM05,2402CM06,2402CM08,2402CM09,2402CM10,2402CS12,2402PC01,2402PC02,2402PC03,2402PC04,2402PC06,2402PC07,2402PC08,2402PC10,2402PC11,2402VL01,2402VL02,2402VL03,2402VL04,2402VL05,2402VL06,2402VL07,2402VL08,2402VL09,2402VL10,2402VL11,2403EC01,2403EC02,2403EC03,2403EC04,2403EC05,2403EE01,2403EE02,2403EE03,2403EE04,2403EE05,2403EE06,"
414,26-09-2025,Friday,Morning,HS5111,LT103,"2511MT17,2511MT18,2511PC01,2511PC02,2511PC04,2511RE02,2511RE03,2511RE04,2511ST01,2511ST02,2511ST04,2511ST05,2511ST06,2511ST07,2511ST08,2511ST09,2511ST11,2511ST12,2511ST14,2511ST15,2511TE02,2511TE03,2511TE04,2511TE05,2511TE06,2511TE07,2511TE08,2511TF01,2511TF02,2511TF03,2511TF04,2511TF05,2511TF06,2511TF08,2511TF09,2511TF10,2511TF11,2511TF12,2511VL01,2511VL04,2511VL05,2511VL06,2511VL07,2511VL08,2511VL09,"
415,26-09-2025,Friday,Morning,CS564,LT103,"2201CB02,2201CB06,2201CB08,2201CB09,2201CB15,2201CB21,2201CB25,2201CB26,2201CB27,2201CB28,2201CB40,2201CB43,2201CB47,2201CB49,2201CB50,2201CB55,2201CB66,2201CE02,2201CE03,2201CE04,2201CE05,2201CE09,2201CE10,2201CE15,2201CE21,2201CE24,2201CE30,2201CE32,2201CE34,2201CE35,2201CE42,2201CE45,2201CE47,2201CE48,2201CE50,2201CE51,2201CE55,2201CE58,2201CE60,2201CE62,2201CE63,2201EE01,2201EE02,2201EE07,2201EE08,2201EE13,2201EE14,2201EE15,2201EE20,2201EE21,2201EE22,2201EE26,2201EE29,2201EE31,2201EE34,2201EE38,2201EE40,2201EE43,2201EE45,2201EE47,2201EE49,2201EE50,2201EE54,2201EE55,2201EE58,2201EE61,2201EE63,2201EE69,2201EE72,2201EE74,2201EE76,2201EE81,2201EE82,2201EE83,2201EE85,"
416,26-09-2025,Friday,Morning,CS2102,CC-1,"2401CS42,2401CS43,2401CS44,2401CS45,2401CS46,2401CS47,2401CS48,2401CS49,2401CS50,2401CS51,2401CS52,2401CS53,2401CS54,2401CS55,2401CS56,2401CS57,2401CS58,2401CS59,2401CS60,2401CS61,2401CS62,2401CS63,2401CS64,2401CS65,2401CS66,2401CS67,2401CS68,2401CS69,2401CS70,2401CS71,2401CS72,2401CS73,2401CS74,2401CS75,2401CS76,2401CS77,2401CS78,2401CS79,2401CS80,2401CS81,2401CS82,2401CS83,2401CS84,2401CS85,2401CS85,2401CS86,2401CS87,2401CS88,2401CS89,2401CS90,2401CS91,2401CS92,2401CS93,2401CS94,2401CS95,2401CS96,2402CS01,2402CS02,2402CS03,2402CS05,2402CS06,2402CS07,2402CS08,2402CS09,2402CS10,2402CS11,2402CS12,2403AI01,2403AI02,2403AI03,2403AI04,2403AI05,2403CS01,2403CS02,2403CS03,2403CS04,2403CS05,"
417,26-09-2025,Friday,Morning,CS564,CC-1,"2201EE87,2201EE90,2201EE91,2201EE93,2201EE95,2201EE96,2201EE98,2201MC01,2201MC02,2201MC04,2201MC05,2201MC07,2201MC08,2201MC10,2201MC11,2201MC12,2201MC14,2201MC18,2201MC19,2201MC22,2201MC25,2201MC26,2201MC29,2201MC30,2201MC35,2201MC36,2201MC38,2201MC39,2201MC40,2201MC42,2201MC43,2201MC44,2201MC45,2201MC46,2201MC50,2201MC52,2201MC53,2201MC54,2201MC60,2201ME01,2201ME02,2201ME07,2201ME08,2201ME11,2201ME16,2201ME18,2201ME20,2201ME25,2201ME26,2201ME30,2201ME35,2201ME36,2201ME40,2201ME41,2201ME42,2201ME46,2201ME48,2201ME50,2201ME54,2201ME58,2201ME60,2201ME61,2201ME67,2201ME68,2201ME69,2201ME72,2201ME78,2201MM01,2201MM02,2201MM03,2201MM07,2201MM08,2201MM09,2201MM10,2201MM15,"
418,26-09-2025,Friday,Morning,CB2104,107,"2401MC54,2403CB01,2403CB02,2403CB03,2403CB04,"
419,26-09-2025,Friday,Morning,CH2105,107,"2403CT02,2403CT03,2403CT04,2403CT05,"
420,26-09-2025,Friday,Morning,CS564,102,"2201MM16,2201MM17,2201MM20,2201MM26,2201MM33,2201MM37,2201MM40,2201PH03,2201PH06,2201PH09,2201PH13,2201PH14,2201PH16,2201PH17,2201PH20,2201PH21,2201PH22,2201PH24,2201PH31,2201PH35,"
421,26-09-2025,Friday,Evening,CH4105,102,"2512CH01,2512CH02,2512CH03,2512CH04,2512CH05,2512CH06,2512CH07,2512CH08,2512CH09,2512CH10,2512CH11,2512CH12,2512CH13,2512CH14,2512CH15,2512CH16,2512CH17,2512CH18,2512CH19,2512CH20,2512CH21,2512CH22,2512CH24,2512CH25,2512CH26,2512CH27,"
422,26-09-2025,Friday,Evening,CH5102,102,"2412CH02,2412CH03,2412CH04,2412CH05,2412CH07,2412CH08,2412CH09,2412CH10,2412CH11,2412CH12,2412CH13,2412CH14,2412CH15,2412CH19,2412CH20,2412CH21,2412CH22,2412CH23,2412CH24,2412CH25,2412CH26,2412CH27,2412CH28,2412CH30,"
423,26-09-2025,Friday,Evening,CE6109,104,"2421CB12,2422CE04,2422CE08,2422CE09,2511EV01,2511EV02,2511EV03,2511EV05,2511EV06,2511EV07,2511EV08,2511EV09,2511EV10,2511GT01,2511GT04,2511GT05,2511GT06,2511GT07,2511GT08,2511GT09,2511GT10,2511GT11,2511RE02,2511RE03,2511RE04,2521CB12,2521CE01,2521CE03,2521CE05,2521CE06,2521CE08,2521CE12,2521CE15,"
424,26-09-2025,Friday,Evening,EP3105,104,"2301PH01,2301PH02,2301PH03,2301PH04,2301PH05,2301PH06,2301PH07,2301PH08,2301PH10,2301PH11,2301PH12,2301PH13,2301PH14,2301PH16,2301PH17,2301PH18,2301PH19,2301PH20,2301PH21,2301PH22,2301PH24,2301PH25,2301PH27,2301PH28,2301PH29,2301PH30,2301PH31,2301PH32,"
425,26-09-2025,Friday,Evening,HS7104,104,"2422HS01,2422HS07,2422HS10,2422HS12,2422HS14,2521HS01,2521HS02,2521HS03,2521HS04,2521HS05,2521HS06,2521HS07,2521HS08,2521HS10,2521HS11,2521HS12,"
426,26-09-2025,Friday,Evening,MA5101,107,"2412MA01,2412MA02,2412MA04,2412MA05,2412MA07,2412MA08,2412MA09,2412MA10,2412MA11,2412MA12,2412MA13,2412MA14,2412MA15,2412MA16,2412MA17,2412MA18,2412MA19,2412MA20,2412MA21,2412MA22,2412MA23,2412MA24,2412MA25,"
427,26-09-2025,Friday,Evening,ME3102,107,"2301ME01,2301ME04,2301ME05,2301ME07,2301ME09,2301ME10,2301ME11,2301ME12,2301ME13,2301ME14,2301ME15,2301ME16,2301ME17,2301ME18,2301ME19,2301ME20,2301ME21,2301ME22,2301ME23,2301ME24,2301ME25,2301ME26,2301ME27,2301ME28,2301ME29,2301ME30,2301ME32,2301ME33,2301ME34,2301ME35,2301ME36,2301ME37,2301ME38,2301ME39,2301ME41,2301ME42,2301ME43,2301ME44,2301ME45,2301ME46,2301ME47,2301ME48,2301ME49,2301ME51,2301ME52,"
428,26-09-2025,Friday,Evening,EE3102,107,"2301EE01,2301EE02,"
429,26-09-2025,Friday,Evening,ME3102,109,"2301ME53,2301ME54,2301ME55,2301ME56,2301ME57,2301ME58,2301ME59,2301ME60,2301ME61,2301ME63,2301ME64,2301ME65,2301ME66,2301ME68,2301ME69,2301ME70,2301ME71,2301ME72,2301ME73,2301ME74,2301ME75,2301ME77,2301ME78,2301ME79,2301ME80,2302MT01,2302MT02,2302MT03,2302MT04,2302MT05,2302MT06,2302MT07,2302MT08,2302MT09,2303ME01,2303ME02,2303ME03,2303ME04,2303ME05,2303ME06,2303ME07,2303ME08,2303ME09,2303ME10,2303ME11,2303ME12,2303ME13,2303ME14,"
430,26-09-2025,Friday,Evening,EE3102,109,"2301EE03,2301EE04,2301EE05,2301EE06,2301EE08,2301EE09,2301EE11,2301EE12,2301EE14,2301EE15,2301EE16,2301EE17,2301EE18,2301EE20,2301EE22,2301EE24,2301EE25,2301EE26,2301EE27,2301EE28,2301EE30,2301EE32,2301EE33,2301EE34,2301EE36,2301EE38,2301EE39,2301EE40,2301EE41,2301EE42,"
431,26-09-2025,Friday,Evening,EC3102,502,"2301EC02,2301EC03,2301EC05,2301EC06,2301EC07,2301EC08,2301EC09,2301EC10,2301EC11,2301EC12,2301EC13,2301EC14,2301EC15,2301EC16,2301EC17,2301EC18,2301EC19,2301EC20,2301EC21,2301EC22,2301EC23,2301EC24,2301EC25,2301EC26,2301EC27,2301EC28,2301EC29,2301EC30,2301EC31,2301EC32,2301EC33,2301EC34,2301EC35,2301EC36,2301EC37,2301EC38,2301EC39,2301EC40,2301EC41,2301EC42,2301EC44,2301EC45,2301EC47,2301EC48,2301EC49,2301EC50,2301EC51,2301EC52,2301EC53,2301EC54,2301EC55,2301EC56,2301EC57,2301EC58,2301EC59,2301EC60,2302CM01,2302CM02,2302CM03,2302CM04,2302CM05,2302CM06,2302CM07,2302CM08,2302CM09,2302VL01,2302VL02,2302VL03,2302VL04,2302VL05,2302VL06,2302VL07,2302VL08,2302VL09,2302VL10,2302VL11,"
432,26-09-2025,Friday,Evening,EE3102,502,"2301EE43,2301EE44,2301EE46,2301EE47,2301EE48,2301EE49,2301EE50,2301EE51,2301EE52,2301EE53,2301EE54,2301EE55,2301EE56,2301EE57,2301EE58,2301EE59,2301EE60,2301EE61,2302PC02,2302PC03,2302PC04,2302PC06,2302PC07,2302PC08,"
433,26-09-2025,Friday,Evening,EE3102,109,"2302PC09,2302PC10,"
434,27-09-2025,Saturday,Morning,PH4105,102,"2512PH01,2512PH02,2512PH03,2512PH04,2512PH06,2512PH07,2512PH08,2512PH09,2512PH10,2512PH11,2512PH12,2512PH13,2512PH14,2512PH15,2512PH16,2512PH17,2512PH18,2512PH19,2512PH20,2512PH22,2512PH23,2512PH26,"
435,27-09-2025,Saturday,Morning,HS2101,102,"2401ES01,2401ES02,2401ES03,2401ES04,2401ES05,2401ES06,2401ES07,2401ES08,2401ES09,2401ES10,2401ES11,2401ES12,2401ES13,2401ES14,2401ES15,2401ES16,2401ES17,2401ES19,2401ES20,2403AI01,2403AI02,2403AI03,2403AI04,2403AI05,2403CB01,2403CB02,2403CB03,2403CB04,2403CE01,2403CE02,2403CE03,2403CE04,2403CS01,2403CS02,2403CS03,2403CS04,2403CS05,2403CT01,2403CT02,2403CT03,2403CT04,2403CT05,2403EC01,2403EC02,2403EC03,2403EC04,2403EC05,2403EE01,2403EE02,2403EE03,2403EE04,2403EE05,2403EE06,2403ES01,2403ES02,"
436,27-09-2025,Saturday,Morning,CE2102,104,"2401CE01,2401CE02,2401CE03,2401CE04,2401CE05,2401CE06,2401CE07,2401CE08,2401CE09,2401CE11,2401CE13,2401CE15,2401CE16,2401CE17,2401CE18,2401CE19,2401CE20,2401CE21,2401CE22,2401CE23,2401CE25,2401CE26,2401CE28,2401CE29,2401CE30,2401CE31,2401CE32,2401CE33,2401CE34,2401CE35,2401CE36,2401CE37,2401CE38,2401CE39,2401CE40,2401CE41,2401CE42,2401CE43,2401CE44,2401CE45,2401CE46,2401CE47,2401CE48,2401CE49,2401CE50,2401CE51,2401CE52,2401CE53,2401CE54,2401CE55,2401CE56,2401CE57,2401CE58,2401CE60,2401CE61,2401CE62,2401CE63,2401CE64,2401EC56,2401EE51,2401EE53,2401EE54,2401EE55,2401MC56,2402GT01,2402GT02,2402GT03,2402GT04,2402GT06,2402GT07,2402GT08,2402MC11,2402MT09,2402ST01,2402ST03,2402ST04,2402ST05,2402ST06,2402ST07,2402ST08,"
437,27-09-2025,Saturday,Morning,MC5101,107,"2511MC02,2511MC03,2511MC04,2511MC05,2511MC06,2511MC08,2511MC09,2511MC10,2511MC11,2511MC12,2511MC13,2511MC14,2511MC15,2511MC16,2511MC17,2511MC18,"
438,27-09-2025,Saturday,Morning,CH4101,107,"2512CH01,2512CH02,2512CH03,2512CH04,2512CH05,2512CH06,2512CH07,2512CH08,2512CH09,2512CH10,2512CH11,2512CH12,2512CH13,2512CH14,2512CH15,2512CH16,2512CH17,2512CH18,2512CH19,2512CH20,2512CH21,2512CH22,2512CH24,2512CH25,2512CH26,2512CH27,"
439,27-09-2025,Saturday,Morning,CE5105,107,"2511GT01,2511GT04,2511GT05,2511GT06,2511GT07,2511GT08,2511GT09,2511GT10,2511GT11,2511RE02,2511RE03,2511RE04,"
440,27-09-2025,Saturday,Morning,HS2101,109,"2403ES03,2403ES04,2403ES05,2403MC01,2403MC02,2403MC03,2403MC04,2403MC05,2403ME01,2403ME02,2403ME03,2403ME04,2403ME05,2403ME06,2403ME07,2403ME08,2403ME09,2403ME10,2403ME11,2403ME12,2403ME13,2403ME14,2403ME15,2403MM01,2403MM02,2403MM03,2403MM04,2403MM05,2403PH01,2403PH02,2403PH03,2403PH04,2403PH05,"
441,27-09-2025,Saturday,Morning,CE2102,109,"2403CE01,2403CE02,2403CE03,2403CE04,"
442,27-09-2025,Saturday,Morning,CE5111,109,"2511TE02,2511TE03,2511TE04,2511TE05,2511TE06,2511TE07,2511TE08,"
443,27-09-2025,Saturday,Morning,MM6101,109,"2421ME14,2421ME15,2421ME16,2421PH24,2422ME02,2422MM01,2422MM02,2422MM03,2422MM04,2422MM05,2511MM01,2511MM04,2511MM05,2511MM06,2511MM09,2521ME05,"
